subject,mirna,expressed,direction
1,hsa-miR-4517,1,-1
1,hsa-miR-450a-1-3p,1,-1
1,hsa-miR-29b-2-5p,1,-1
1,hsa-miR-6833-3p,1,-1
1,hsa-miR-99a-3p,1,-1
1,hsa-miR-31-5p,1,-1
1,hsa-miR-3653-3p,1,1
1,hsa-let-7a-1,1,-1
1,hsa-miR-4758-3p,1,-1
1,hsa-miR-5094,1,1
1,hsa-miR-146a-5p,1,-1
1,hsa-miR-934,1,1
1,hsa-miR-548am-3p,1,-1
1,hsa-miR-489-5p,1,1
1,hsa-miR-410-5p,1,1
1,hsa-miR-618,1,-1
1,hsa-miR-195-5p,1,-1
1,hsa-miR-335-3p,1,1
1,hsa-miR-4521,1,-1
1,hsa-miR-3678-3p,1,1
1,hsa-miR-526b-3p,1,1
1,hsa-miR-1270,1,1
1,hsa-miR-580-5p,1,1
1,hsa-miR-3135a,1,-1
1,hsa-miR-96-3p,1,1
1,hsa-miR-210-3p,1,1
1,hsa-miR-628-5p,1,-1
1,hsa-miR-5001-3p,1,1
1,hsa-miR-184,1,1
1,hsa-miR-6837-3p,1,-1
1,hsa-miR-1278,1,-1
1,hsa-miR-6797-3p,1,1
1,hsa-miR-4757-3p,1,1
1,hsa-miR-509-3p,1,1
1,hsa-miR-585-3p,1,-1
1,hsa-miR-580-3p,1,-1
1,hsa-miR-3190-3p,1,1
1,hsa-miR-4777-3p,1,1
1,hsa-miR-7158-5p,1,1
1,hsa-miR-584-3p,1,-1
1,hsa-miR-4519,1,-1
1,hsa-let-7d-3p,1,1
1,hsa-miR-6503-5p,1,1
1,hsa-miR-323b-5p,1,-1
1,hsa-miR-6756-3p,1,-1
1,hsa-miR-6809-3p,1,1
1,hsa-miR-875-5p,1,1
1,hsa-mir-548ap,1,-1
1,hsa-miR-30a-5p,1,-1
1,hsa-miR-4424,1,1
1,hsa-miR-302c-3p,1,1
1,hsa-miR-5002-5p,1,1
1,hsa-miR-198,1,-1
1,hsa-miR-6871-5p,1,-1
1,hsa-miR-6892-5p,1,1
1,hsa-miR-100-3p,1,1
1,hsa-miR-6809-5p,1,1
1,hsa-miR-4726-5p,1,-1
1,hsa-miR-524-3p,1,-1
1,hsa-miR-3074-5p,1,1
1,hsa-miR-3944-5p,1,1
1,hsa-miR-6511b-5p,1,1
1,hsa-let-7c-5p,1,-1
1,hsa-miR-5586-5p,1,-1
1,hsa-miR-4786-5p,1,1
1,hsa-miR-4714-3p,1,1
1,hsa-mir-27b,1,1
1,hsa-miR-4430,1,1
1,hsa-miR-376a-3p,1,-1
1,hsa-miR-548ad-5p|hsa-miR-548ae-5p|hsa-miR-548ay-5p|hsa-miR-548d-5p,1,1
1,hsa-miR-4753-3p,1,-1
1,hsa-miR-744-5p,1,1
1,hsa-miR-5699-5p,1,1
1,hsa-miR-3116,1,-1
1,hsa-miR-3143,1,1
1,hsa-miR-548an,1,1
1,hsa-mir-27a,1,1
1,hsa-miR-99b-3p,1,1
1,hsa-miR-6860,1,-1
1,hsa-miR-378b,1,1
1,hsa-miR-548ah-3p|hsa-miR-548p,1,-1
1,hsa-miR-6777-3p,1,1
1,hsa-miR-1255b-2-3p,1,1
1,hsa-miR-3619-3p,1,-1
1,hsa-miR-6763-3p,1,-1
1,hsa-miR-627-5p,1,-1
1,hsa-miR-188-5p,1,-1
1,hsa-miR-6727-3p,1,1
1,hsa-miR-20b-3p,1,1
1,hsa-let-7b,1,1
1,hsa-miR-3616-5p,1,-1
1,hsa-miR-4709-3p,1,1
1,hsa-miR-522-3p,1,-1
1,hsa-miR-744-3p,1,-1
1,hsa-miR-7110-3p,1,-1
1,hsa-let-7e,1,1
1,hsa-miR-135b-5p,1,-1
1,hsa-miR-4328,1,-1
1,hsa-miR-548w,1,-1
1,hsa-miR-139-3p,1,1
1,hsa-miR-129-5p,1,1
1,hsa-miR-6501-5p,1,-1
1,hsa-miR-3606-3p,1,-1
1,hsa-miR-301b-3p,1,-1
1,hsa-miR-3145-5p,1,-1
1,hsa-miR-1255a,1,1
1,hsa-miR-3913-3p,1,1
1,hsa-miR-504-5p,1,-1
1,hsa-miR-302a-5p,1,-1
1,hsa-miR-4489,1,1
1,hsa-miR-892b,1,1
1,hsa-miR-130b-3p,1,1
1,hsa-miR-5193,1,1
1,hsa-miR-6729-5p,1,1
1,hsa-miR-4782-5p,1,1
1,hsa-mir-16-1,1,1
1,hsa-miR-6806-3p,1,-1
1,hsa-miR-126-3p,1,-1
1,hsa-miR-652-3p,1,1
1,hsa-miR-548aw,1,-1
1,hsa-miR-2355-5p,1,-1
1,hsa-miR-6858-3p,1,1
1,hsa-miR-6749-3p,1,-1
1,hsa-miR-6715a-3p,1,1
1,hsa-miR-6757-5p,1,-1
1,hsa-miR-181a-5p,1,1
1,hsa-miR-132-5p,1,1
1,hsa-miR-4748,1,-1
1,hsa-mir-378c,1,1
1,hsa-miR-4466,1,1
1,hsa-miR-551b-3p,1,1
1,hsa-miR-1271-3p,1,-1
1,hsa-miR-29a-5p,1,-1
1,hsa-miR-6810-3p,1,-1
1,hsa-miR-6785-5p,1,-1
1,hsa-miR-373-5p,1,1
1,hsa-miR-3162-5p,1,1
1,hsa-miR-181b-5p,1,-1
1,hsa-miR-6770-3p,1,1
1,hsa-miR-125b-1-3p,1,1
1,hsa-miR-142-3p,1,1
1,hsa-miR-670-3p,1,1
1,hsa-miR-3941,1,-1
1,hsa-miR-7111-3p,1,1
1,hsa-miR-17-5p,1,-1
1,hsa-miR-4749-5p,1,1
1,hsa-miR-122-3p,1,1
1,hsa-miR-7109-3p,1,1
1,hsa-mir-106a,1,-1
1,hsa-miR-4326,1,1
1,hsa-miR-365a-3p|hsa-miR-365b-3p,1,-1
1,hsa-miR-3529-3p,1,1
1,hsa-miR-6505-3p,1,-1
1,hsa-miR-6888-3p,1,-1
1,hsa-miR-429,1,1
1,hsa-miR-485-3p,1,1
1,hsa-miR-6731-3p,1,1
1,hsa-miR-5588-3p,1,1
1,hsa-miR-1305,1,1
1,hsa-miR-6885-3p,1,1
1,hsa-miR-4478,1,-1
1,hsa-miR-7851-3p,1,-1
1,hsa-miR-371b-3p,1,-1
1,hsa-miR-5582-5p,1,1
1,hsa-miR-718,1,-1
1,hsa-mir-30c-1,1,1
1,hsa-miR-34a-5p,1,-1
1,hsa-miR-4757-5p,1,-1
1,hsa-miR-4715-3p,1,-1
1,hsa-miR-4804-5p,1,1
1,hsa-miR-1286,1,1
1,hsa-miR-302c-5p,1,1
1,hsa-miR-6827-5p,1,-1
1,hsa-miR-133b,1,-1
1,hsa-miR-4766-3p,1,1
1,hsa-miR-2681-3p,1,-1
1,hsa-mir-516b-2,1,1
1,hsa-miR-4707-5p,1,1
1,hsa-miR-582-3p,1,1
1,hsa-miR-135a-5p,1,-1
1,hsa-miR-432-5p,1,-1
1,hsa-miR-4723-5p,1,-1
1,hsa-miR-34b-5p,1,-1
1,hsa-mir-548s,1,1
1,hsa-miR-337-5p,1,1
1,hsa-miR-659-5p,1,1
1,hsa-miR-4743-5p,1,-1
1,hsa-miR-208b-5p,1,-1
1,hsa-miR-1273d,1,1
1,hsa-miR-6890-3p,1,-1
1,hsa-miR-3183,1,1
1,hsa-miR-6793-5p,1,1
1,hsa-miR-146b-3p,1,1
1,hsa-miR-208b-3p,1,-1
1,hsa-miR-4727-5p,1,1
1,hsa-miR-6854-5p,1,1
1,hsa-miR-92a-3p,1,1
1,hsa-miR-423-3p,1,-1
1,hsa-miR-4803,1,-1
1,hsa-miR-371b-5p,1,1
1,hsa-miR-1825,1,-1
1,hsa-miR-448,1,1
1,hsa-miR-140-3p,1,-1
1,hsa-miR-3663-5p,1,-1
1,hsa-miR-937-3p,1,1
2,hsa-miR-1224-3p,1,1
2,hsa-miR-5009-5p,1,-1
2,hsa-miR-3919,1,1
2,hsa-miR-154-5p,1,1
2,hsa-miR-4536-3p,1,1
2,hsa-miR-4646-5p,1,1
2,hsa-miR-214-3p,1,1
2,hsa-miR-6782-5p,1,1
2,hsa-miR-18b-5p,1,-1
2,hsa-miR-1227-3p,1,1
2,hsa-miR-411-5p,1,1
2,hsa-miR-3198,1,-1
2,hsa-miR-210-5p,1,-1
2,hsa-miR-4758-3p,1,1
2,hsa-miR-6892-5p,1,1
2,hsa-miR-124-3p,1,-1
2,hsa-miR-362-5p,1,1
2,hsa-miR-4485-5p,1,-1
2,hsa-let-7g,1,1
2,hsa-miR-421,1,-1
2,hsa-miR-5100,1,-1
2,hsa-miR-33b-3p,1,-1
2,hsa-miR-6501-5p,1,-1
2,hsa-miR-3920,1,1
2,hsa-miR-642b-5p,1,-1
2,hsa-miR-141-3p,1,1
2,hsa-miR-892b,1,1
2,hsa-miR-4789-3p,1,1
2,hsa-miR-3157-5p,1,1
2,hsa-miR-329-5p,1,-1
2,hsa-miR-548az-5p,1,1
2,hsa-miR-4695-3p,1,-1
2,hsa-miR-4449,1,1
2,hsa-miR-3145-5p,1,1
2,hsa-miR-6867-3p,1,-1
2,hsa-miR-20b-3p,1,1
2,hsa-miR-548f-5p,1,-1
2,hsa-miR-6878-5p,1,1
2,hsa-miR-15a-3p,1,-1
2,hsa-miR-7-1-3p,1,1
2,hsa-miR-1258,1,-1
2,hsa-miR-4659a-5p,1,1
2,hsa-mir-19b-1,1,1
2,hsa-miR-550a-3-5p|hsa-miR-550a-5p,1,1
2,hsa-miR-576-3p,1,-1
2,hsa-miR-497-5p,1,1
2,hsa-miR-1247-3p,1,1
2,hsa-miR-6132,1,-1
2,hsa-miR-4761-5p,1,-1
2,hsa-miR-6516-3p,1,1
2,hsa-miR-125b-2-3p,1,-1
2,hsa-miR-4802-3p,1,1
2,hsa-miR-365b-5p,1,-1
2,hsa-miR-450a-5p,1,1
2,hsa-miR-6739-3p,1,-1
2,hsa-miR-576-5p,1,-1
2,hsa-miR-1289,1,-1
2,hsa-miR-6777-5p,1,-1
2,hsa-miR-425-5p,1,1
2,hsa-miR-196a-5p,1,-1
2,hsa-miR-3591-3p,1,1
2,hsa-miR-4699-5p,1,1
2,hsa-miR-4798-3p,1,1
2,hsa-miR-6859-5p,1,-1
2,hsa-mir-548ah,1,1
2,hsa-miR-3681-3p,1,1
2,hsa-miR-532-5p,1,1
2,hsa-miR-4645-5p,1,-1
2,hsa-miR-1304-5p,1,-1
2,hsa-miR-188-3p,1,-1
2,hsa-miR-422a,1,1
2,hsa-miR-1224-5p,1,1
2,hsa-miR-765,1,1
2,hsa-miR-548n,1,1
2,hsa-miR-559,1,-1
2,hsa-miR-33a-5p,1,1
2,hsa-mir-27b,1,-1
2,hsa-miR-202-5p,1,-1
2,hsa-miR-4500,1,-1
2,hsa-miR-4735-5p,1,-1
2,hsa-mir-516b-2,1,-1
2,hsa-miR-6829-3p,1,-1
2,hsa-miR-323b-3p,1,1
2,hsa-miR-6776-5p,1,-1
2,hsa-miR-3120-3p,1,-1
2,hsa-miR-181d-5p,1,1
2,hsa-miR-551b-3p,1,1
2,hsa-miR-429,1,1
2,hsa-miR-92a-3p,1,-1
2,hsa-miR-4490,1,1
2,hsa-miR-371b-3p,1,-1
2,hsa-miR-873-5p,1,1
2,hsa-mir-365b,1,-1
2,hsa-miR-6716-3p,1,-1
2,hsa-miR-6728-3p,1,1
2,hsa-miR-331-3p,1,-1
2,hsa-miR-208b-3p,1,-1
2,hsa-miR-30d-5p,1,-1
2,hsa-miR-671-3p,1,1
2,hsa-miR-548ap-5p,1,1
2,hsa-miR-3192-5p,1,-1
2,hsa-miR-6859-3p,1,1
2,hsa-miR-6809-5p,1,-1
2,hsa-miR-380-5p,1,1
2,hsa-miR-7106-3p,1,-1
2,hsa-miR-3129-3p,1,-1
2,hsa-miR-142-5p,1,-1
2,hsa-miR-1307-3p,1,-1
2,hsa-miR-664a-5p,1,1
2,hsa-miR-3146,1,1
2,hsa-miR-6825-3p,1,-1
2,hsa-miR-6815-3p,1,-1
2,hsa-miR-1295b-3p,1,-1
2,hsa-miR-6889-5p,1,1
2,hsa-miR-5698,1,-1
2,hsa-miR-6795-5p,1,-1
2,hsa-miR-675-3p,1,1
2,hsa-miR-4659b-5p,1,1
2,hsa-miR-548ae-3p,1,-1
2,hsa-miR-6740-5p,1,1
2,hsa-miR-548ar-5p,1,-1
2,hsa-miR-599,1,1
2,hsa-miR-5089-5p,1,-1
2,hsa-miR-513b-5p,1,1
2,hsa-miR-1911-5p,1,1
2,hsa-let-7g-3p,1,1
2,hsa-miR-151a-3p,1,-1
2,hsa-miR-561-3p,1,-1
2,hsa-miR-7113-5p,1,-1
2,hsa-miR-548b-3p,1,-1
2,hsa-miR-3620-5p,1,-1
2,hsa-miR-99b-5p,1,1
2,hsa-miR-132-5p,1,1
2,hsa-miR-642a-3p,1,-1
2,hsa-miR-186-3p,1,1
2,hsa-miR-6837-3p,1,1
2,hsa-miR-4703-5p,1,-1
2,hsa-mir-548f-2,1,1
2,hsa-miR-556-5p,1,1
2,hsa-miR-618,1,-1
2,hsa-miR-936,1,-1
2,hsa-miR-410-3p,1,1
2,hsa-miR-20b-5p,1,-1
2,hsa-miR-29b-2-5p,1,1
2,hsa-miR-6779-3p,1,1
2,hsa-miR-1266-5p,1,-1
2,hsa-miR-548l,1,-1
2,hsa-miR-6512-5p,1,-1
2,hsa-miR-627-5p,1,1
2,hsa-miR-3925-3p,1,-1
2,hsa-miR-4682,1,1
2,hsa-miR-17-5p,1,-1
2,hsa-miR-6864-3p,1,-1
2,hsa-miR-374a-3p,1,-1
2,hsa-miR-5586-5p,1,1
2,hsa-miR-1226-3p,1,-1
2,hsa-miR-6797-3p,1,-1
2,hsa-miR-4775,1,1
2,hsa-miR-129-2-3p,1,-1
2,hsa-miR-4484,1,1
2,hsa-miR-6824-3p,1,-1
2,hsa-miR-6881-3p,1,-1
2,hsa-miR-6731-5p,1,1
2,hsa-miR-381-3p,1,-1
2,hsa-miR-873-3p,1,1
2,hsa-miR-1285-5p,1,-1
2,hsa-miR-589-5p,1,1
2,hsa-miR-2116-3p,1,1
2,hsa-miR-3180|hsa-miR-3180-3p,1,-1
2,hsa-miR-4695-5p,1,-1
2,hsa-miR-1297,1,1
2,hsa-miR-548ar-3p,1,-1
2,hsa-miR-636,1,-1
2,hsa-let-7e-3p,1,-1
2,hsa-mir-1-1,1,1
2,hsa-miR-30a-5p,1,1
2,hsa-mir-548w,1,1
2,hsa-miR-1228-3p,1,-1
2,hsa-miR-3125,1,-1
2,hsa-miR-149-3p,1,1
2,hsa-miR-1255b-5p,1,1
2,hsa-miR-4712-3p,1,-1
2,hsa-miR-4743-3p,1,-1
2,hsa-miR-3132,1,1
2,hsa-miR-6746-5p,1,1
2,hsa-mir-642b,1,1
2,hsa-miR-10b-5p,1,1
2,hsa-miR-545-5p,1,1
2,hsa-miR-6774-3p,1,1
2,hsa-miR-6715a-3p,1,-1
2,hsa-miR-548av-5p|hsa-miR-548k,1,-1
2,hsa-miR-577,1,-1
2,hsa-miR-193a-3p,1,-1
2,hsa-miR-450b-5p,1,1
2,hsa-miR-6755-5p,1,-1
2,hsa-miR-1233-3p,1,1
2,hsa-miR-4688,1,1
2,hsa-miR-520d-3p,1,-1
2,hsa-miR-5588-3p,1,1
2,hsa-miR-432-3p,1,-1
2,hsa-miR-6769b-3p,1,-1
2,hsa-miR-6810-5p,1,1
2,hsa-miR-4796-5p,1,-1
2,hsa-miR-6816-5p,1,-1
2,hsa-miR-18a-3p,1,-1
2,hsa-miR-1236-3p,1,1
2,hsa-miR-29a-5p,1,1
2,hsa-miR-4489,1,-1
2,hsa-miR-203b-5p,1,1
2,hsa-miR-526b-3p,1,1
2,hsa-miR-5094,1,-1
2,hsa-miR-369-5p,1,1
2,hsa-miR-4769-5p,1,1
2,hsa-miR-6762-3p,1,1
2,hsa-miR-6869-5p,1,1
2,hsa-miR-3117-5p,1,-1
2,hsa-let-7d,1,1
2,hsa-mir-526a-1,1,1
2,hsa-miR-181c-5p,1,-1
2,hsa-miR-3150b-3p,1,1
2,hsa-miR-4712-5p,1,-1
2,hsa-mir-486-1,1,-1
2,hsa-miR-584-5p,1,1
2,hsa-miR-4804-3p,1,1
2,hsa-mir-101-1,1,-1
2,hsa-miR-1295b-5p,1,1
2,hsa-miR-6764-5p,1,-1
2,hsa-miR-378i,1,1
2,hsa-miR-106b-5p,1,-1
2,hsa-miR-7-5p,1,-1
2,hsa-miR-518d-5p|hsa-miR-520c-5p|hsa-miR-526a,1,-1
2,hsa-miR-4668-5p,1,-1
2,hsa-miR-6866-3p,1,-1
2,hsa-miR-219a-5p,1,-1
2,hsa-miR-2116-5p,1,1
2,hsa-miR-4709-3p,1,-1
2,hsa-miR-3181,1,1
2,hsa-miR-4646-3p,1,-1
2,hsa-miR-302c-3p,1,-1
2,hsa-miR-1245a,1,-1
2,hsa-miR-4697-3p,1,-1
2,hsa-miR-3912-5p,1,1
2,hsa-miR-3922-5p,1,1
2,hsa-miR-501-5p,1,1
2,hsa-miR-192-3p,1,-1
2,hsa-miR-6769a-5p,1,-1
2,hsa-miR-7-2-3p,1,-1
2,hsa-miR-331-5p,1,-1
2,hsa-miR-181b-2-3p,1,1
2,hsa-mir-92a-1,1,1
2,hsa-miR-6857-3p,1,1
2,hsa-mir-133b,1,1
2,hsa-miR-197-3p,1,-1
2,hsa-miR-92b-5p,1,-1
2,hsa-miR-6849-5p,1,1
2,hsa-miR-6796-3p,1,-1
2,hsa-miR-548f-3p,1,1
2,hsa-miR-4429,1,1
2,hsa-miR-296-3p,1,-1
2,hsa-miR-500a-3p,1,1
2,hsa-miR-145-5p,1,1
2,hsa-miR-6886-3p,1,1
2,hsa-miR-4501,1,-1
2,hsa-miR-6505-3p,1,1
2,hsa-miR-6788-5p,1,1
2,hsa-miR-4743-5p,1,-1
2,hsa-miR-943,1,1
2,hsa-miR-6804-3p,1,1
2,hsa-miR-4706,1,-1
2,hsa-miR-200c-3p,1,-1
2,hsa-miR-130b-5p,1,-1
2,hsa-miR-6765-5p,1,1
2,hsa-miR-524-5p,1,-1
2,hsa-miR-653-3p,1,1
2,hsa-miR-3157-3p,1,1
2,hsa-miR-938,1,-1
2,hsa-miR-5088-5p,1,1
2,hsa-mir-548u,1,-1
2,hsa-miR-6756-3p,1,-1
2,hsa-miR-302b-5p,1,1
2,hsa-miR-6513-5p,1,1
2,hsa-miR-320a,1,1
2,hsa-miR-6759-3p,1,-1
2,hsa-miR-616-5p,1,-1
2,hsa-miR-6810-3p,1,1
2,hsa-miR-4637,1,1
2,hsa-miR-1273h-3p,1,1
2,hsa-miR-3162-3p,1,-1
2,hsa-miR-548x-3p,1,-1
2,hsa-miR-3614-5p,1,-1
2,hsa-miR-3529-5p,1,1
2,hsa-miR-4696,1,1
2,hsa-miR-489-5p,1,1
2,hsa-miR-6758-5p,1,1
2,hsa-miR-195-5p,1,-1
2,hsa-miR-4433b-5p,1,-1
2,hsa-miR-4636,1,1
2,hsa-miR-34c-3p,1,-1
2,hsa-miR-4436b-3p,1,-1
2,hsa-miR-3160-3p,1,-1
2,hsa-miR-3191-3p,1,-1
2,hsa-miR-4661-5p,1,1
2,hsa-miR-506-3p,1,1
2,hsa-miR-16-1-3p,1,-1
2,hsa-miR-32-3p,1,1
2,hsa-miR-891a-5p,1,-1
2,hsa-miR-487b-5p,1,-1
2,hsa-miR-1301-5p,1,1
2,hsa-miR-548ad-5p|hsa-miR-548ae-5p,1,-1
