subject,team,mirna,expressed
5,team_allTP,hsa-miR-296-3p,1
5,team_allTP,hsa-miR-302b-5p,1
5,team_allTP,hsa-miR-3136-5p,1
5,team_allTP,hsa-miR-125b-2-3p,1
5,team_allTP,hsa-miR-509-5p,1
5,team_allTP,hsa-miR-6847-5p,1
5,team_allTP,hsa-miR-6877-5p,1
5,team_allTP,hsa-let-7i-5p,1
6,team_allTP,hsa-miR-370-3p,1
6,team_allTP,hsa-miR-550b-3p,1
6,team_allTP,hsa-miR-96-3p,1
6,team_allTP,hsa-miR-6745,1
6,team_allTP,hsa-miR-1538,1
6,team_allTP,hsa-miR-6739-5p,1
6,team_allTP,hsa-miR-302b-3p,1
6,team_allTP,hsa-miR-137,1
6,team_allTP,hsa-mir-133b,1
6,team_allTP,hsa-miR-6829-3p,1
6,team_allTP,hsa-miR-548an,1
6,team_allTP,hsa-miR-1293,1
6,team_allTP,hsa-miR-548av-5p,1
6,team_allTP,hsa-miR-376a-2-5p,1
6,team_allTP,hsa-miR-5580-5p,1
6,team_allTP,hsa-miR-550a-5p,1
6,team_allTP,hsa-miR-3934-5p,1
6,team_allTP,hsa-miR-4714-5p,1
6,team_allTP,hsa-miR-425-5p,1
6,team_allTP,hsa-miR-548as-3p,1
6,team_allTP,hsa-miR-3928-3p,1
6,team_allTP,hsa-miR-33b-3p,1
6,team_allTP,hsa-miR-296-3p,1
6,team_allTP,hsa-miR-302b-5p,1
6,team_allTP,hsa-miR-3136-5p,1
6,team_allTP,hsa-miR-125b-2-3p,1
6,team_allTP,hsa-miR-509-5p,1
6,team_allTP,hsa-miR-6847-5p,1
6,team_allTP,hsa-miR-6877-5p,1
6,team_allTP,hsa-let-7i-5p,1
7,team_allTP,hsa-miR-370-3p,1
7,team_allTP,hsa-miR-550b-3p,1
7,team_allTP,hsa-miR-96-3p,1
7,team_allTP,hsa-miR-6745,1
7,team_allTP,hsa-miR-1538,1
7,team_allTP,hsa-miR-6739-5p,1
7,team_allTP,hsa-miR-302b-3p,1
7,team_allTP,hsa-miR-137,1
7,team_allTP,hsa-mir-133b,1
7,team_allTP,hsa-miR-6829-3p,1
7,team_allTP,hsa-miR-548an,1
7,team_allTP,hsa-miR-1293,1
7,team_allTP,hsa-miR-548av-5p,1
7,team_allTP,hsa-miR-376a-2-5p,1
7,team_allTP,hsa-miR-5580-5p,1
7,team_allTP,hsa-miR-550a-5p,1
7,team_allTP,hsa-miR-3934-5p,1
7,team_allTP,hsa-miR-4714-5p,1
7,team_allTP,hsa-miR-425-5p,1
7,team_allTP,hsa-miR-548as-3p,1
7,team_allTP,hsa-miR-3928-3p,1
7,team_allTP,hsa-miR-33b-3p,1
7,team_allTP,hsa-miR-296-3p,1
7,team_allTP,hsa-miR-302b-5p,1
7,team_allTP,hsa-miR-3136-5p,1
7,team_allTP,hsa-miR-125b-2-3p,1
7,team_allTP,hsa-miR-509-5p,1
7,team_allTP,hsa-miR-6847-5p,1
7,team_allTP,hsa-miR-6877-5p,1
7,team_allTP,hsa-let-7i-5p,1
8,team_allTP,hsa-miR-370-3p,1
8,team_allTP,hsa-miR-550b-3p,1
8,team_allTP,hsa-miR-96-3p,1
8,team_allTP,hsa-miR-6745,1
8,team_allTP,hsa-miR-1538,1
8,team_allTP,hsa-miR-6739-5p,1
8,team_allTP,hsa-miR-302b-3p,1
8,team_allTP,hsa-miR-137,1
8,team_allTP,hsa-mir-133b,1
8,team_allTP,hsa-miR-6829-3p,1
8,team_allTP,hsa-miR-548an,1
8,team_allTP,hsa-miR-1293,1
8,team_allTP,hsa-miR-548av-5p,1
8,team_allTP,hsa-miR-376a-2-5p,1
8,team_allTP,hsa-miR-5580-5p,1
8,team_allTP,hsa-miR-550a-5p,1
8,team_allTP,hsa-miR-3934-5p,1
8,team_allTP,hsa-miR-4714-5p,1
8,team_allTP,hsa-miR-425-5p,1
8,team_allTP,hsa-miR-548as-3p,1
8,team_allTP,hsa-miR-3928-3p,1
8,team_allTP,hsa-miR-33b-3p,1
8,team_allTP,hsa-miR-296-3p,1
8,team_allTP,hsa-miR-302b-5p,1
8,team_allTP,hsa-miR-3136-5p,1
8,team_allTP,hsa-miR-125b-2-3p,1
8,team_allTP,hsa-miR-509-5p,1
8,team_allTP,hsa-miR-6847-5p,1
8,team_allTP,hsa-miR-6877-5p,1
8,team_allTP,hsa-let-7i-5p,1
9,team_allTP,hsa-miR-370-3p,1
9,team_allTP,hsa-miR-550b-3p,1
9,team_allTP,hsa-miR-96-3p,1
9,team_allTP,hsa-miR-6745,1
9,team_allTP,hsa-miR-1538,1
9,team_allTP,hsa-miR-6739-5p,1
9,team_allTP,hsa-miR-302b-3p,1
9,team_allTP,hsa-miR-137,1
9,team_allTP,hsa-mir-133b,1
9,team_allTP,hsa-miR-6829-3p,1
9,team_allTP,hsa-miR-548an,1
9,team_allTP,hsa-miR-1293,1
9,team_allTP,hsa-miR-548av-5p,1
9,team_allTP,hsa-miR-376a-2-5p,1
9,team_allTP,hsa-miR-5580-5p,1
9,team_allTP,hsa-miR-550a-5p,1
9,team_allTP,hsa-miR-3934-5p,1
9,team_allTP,hsa-miR-4714-5p,1
9,team_allTP,hsa-miR-425-5p,1
9,team_allTP,hsa-miR-548as-3p,1
9,team_allTP,hsa-miR-3928-3p,1
9,team_allTP,hsa-miR-33b-3p,1
9,team_allTP,hsa-miR-296-3p,1
9,team_allTP,hsa-miR-302b-5p,1
9,team_allTP,hsa-miR-3136-5p,1
9,team_allTP,hsa-miR-125b-2-3p,1
9,team_allTP,hsa-miR-509-5p,1
9,team_allTP,hsa-miR-6847-5p,1
9,team_allTP,hsa-miR-6877-5p,1
9,team_allTP,hsa-let-7i-5p,1
10,team_allTP,hsa-miR-370-3p,1
10,team_allTP,hsa-miR-550b-3p,1
10,team_allTP,hsa-miR-96-3p,1
10,team_allTP,hsa-miR-6745,1
10,team_allTP,hsa-miR-1538,1
10,team_allTP,hsa-miR-6739-5p,1
10,team_allTP,hsa-miR-302b-3p,1
10,team_allTP,hsa-miR-137,1
10,team_allTP,hsa-mir-133b,1
10,team_allTP,hsa-miR-6829-3p,1
10,team_allTP,hsa-miR-548an,1
10,team_allTP,hsa-miR-1293,1
10,team_allTP,hsa-miR-548av-5p,1
10,team_allTP,hsa-miR-376a-2-5p,1
10,team_allTP,hsa-miR-5580-5p,1
10,team_allTP,hsa-miR-550a-5p,1
10,team_allTP,hsa-miR-3934-5p,1
10,team_allTP,hsa-miR-4714-5p,1
10,team_allTP,hsa-miR-425-5p,1
10,team_allTP,hsa-miR-548as-3p,1
10,team_allTP,hsa-miR-3928-3p,1
10,team_allTP,hsa-miR-33b-3p,1
10,team_allTP,hsa-miR-296-3p,1
10,team_allTP,hsa-miR-302b-5p,1
10,team_allTP,hsa-miR-3136-5p,1
10,team_allTP,hsa-miR-125b-2-3p,1
10,team_allTP,hsa-miR-509-5p,1
10,team_allTP,hsa-miR-6847-5p,1
10,team_allTP,hsa-miR-6877-5p,1
10,team_allTP,hsa-let-7i-5p,1
11,team_allTP,hsa-miR-370-3p,1
11,team_allTP,hsa-miR-550b-3p,1
11,team_allTP,hsa-miR-96-3p,1
11,team_allTP,hsa-miR-6745,1
11,team_allTP,hsa-miR-1538,1
11,team_allTP,hsa-miR-6739-5p,1
11,team_allTP,hsa-miR-302b-3p,1
11,team_allTP,hsa-miR-137,1
11,team_allTP,hsa-mir-133b,1
11,team_allTP,hsa-miR-6829-3p,1
11,team_allTP,hsa-miR-548an,1
11,team_allTP,hsa-miR-1293,1
11,team_allTP,hsa-miR-548av-5p,1
11,team_allTP,hsa-miR-376a-2-5p,1
11,team_allTP,hsa-miR-5580-5p,1
11,team_allTP,hsa-miR-550a-5p,1
11,team_allTP,hsa-miR-3934-5p,1
11,team_allTP,hsa-miR-4714-5p,1
11,team_allTP,hsa-miR-425-5p,1
11,team_allTP,hsa-miR-548as-3p,1
11,team_allTP,hsa-miR-3928-3p,1
11,team_allTP,hsa-miR-33b-3p,1
11,team_allTP,hsa-miR-296-3p,1
11,team_allTP,hsa-miR-302b-5p,1
11,team_allTP,hsa-miR-3136-5p,1
11,team_allTP,hsa-miR-125b-2-3p,1
11,team_allTP,hsa-miR-509-5p,1
11,team_allTP,hsa-miR-6847-5p,1
11,team_allTP,hsa-miR-6877-5p,1
11,team_allTP,hsa-let-7i-5p,1
12,team_allTP,hsa-miR-370-3p,1
12,team_allTP,hsa-miR-550b-3p,1
12,team_allTP,hsa-miR-96-3p,1
12,team_allTP,hsa-miR-6745,1
12,team_allTP,hsa-miR-1538,1
12,team_allTP,hsa-miR-6739-5p,1
12,team_allTP,hsa-miR-302b-3p,1
12,team_allTP,hsa-miR-137,1
12,team_allTP,hsa-mir-133b,1
12,team_allTP,hsa-miR-6829-3p,1
12,team_allTP,hsa-miR-548an,1
12,team_allTP,hsa-miR-1293,1
12,team_allTP,hsa-miR-548av-5p,1
12,team_allTP,hsa-miR-376a-2-5p,1
12,team_allTP,hsa-miR-5580-5p,1
12,team_allTP,hsa-miR-550a-5p,1
12,team_allTP,hsa-miR-3934-5p,1
12,team_allTP,hsa-miR-4714-5p,1
12,team_allTP,hsa-miR-425-5p,1
12,team_allTP,hsa-miR-548as-3p,1
12,team_allTP,hsa-miR-3928-3p,1
12,team_allTP,hsa-miR-33b-3p,1
12,team_allTP,hsa-miR-296-3p,1
12,team_allTP,hsa-miR-302b-5p,1
12,team_allTP,hsa-miR-3136-5p,1
12,team_allTP,hsa-miR-125b-2-3p,1
12,team_allTP,hsa-miR-509-5p,1
12,team_allTP,hsa-miR-6847-5p,1
12,team_allTP,hsa-miR-6877-5p,1
12,team_allTP,hsa-let-7i-5p,1
13,team_allTP,hsa-miR-370-3p,1
13,team_allTP,hsa-miR-550b-3p,1
13,team_allTP,hsa-miR-96-3p,1
13,team_allTP,hsa-miR-6745,1
13,team_allTP,hsa-miR-1538,1
13,team_allTP,hsa-miR-6739-5p,1
13,team_allTP,hsa-miR-302b-3p,1
13,team_allTP,hsa-miR-137,1
13,team_allTP,hsa-mir-133b,1
13,team_allTP,hsa-miR-6829-3p,1
13,team_allTP,hsa-miR-548an,1
13,team_allTP,hsa-miR-1293,1
13,team_allTP,hsa-miR-548av-5p,1
13,team_allTP,hsa-miR-376a-2-5p,1
13,team_allTP,hsa-miR-5580-5p,1
13,team_allTP,hsa-miR-550a-5p,1
13,team_allTP,hsa-miR-3934-5p,1
13,team_allTP,hsa-miR-4714-5p,1
13,team_allTP,hsa-miR-425-5p,1
13,team_allTP,hsa-miR-548as-3p,1
13,team_allTP,hsa-miR-3928-3p,1
13,team_allTP,hsa-miR-33b-3p,1
13,team_allTP,hsa-miR-296-3p,1
13,team_allTP,hsa-miR-302b-5p,1
13,team_allTP,hsa-miR-3136-5p,1
13,team_allTP,hsa-miR-125b-2-3p,1
13,team_allTP,hsa-miR-509-5p,1
13,team_allTP,hsa-miR-6847-5p,1
13,team_allTP,hsa-miR-6877-5p,1
13,team_allTP,hsa-let-7i-5p,1
14,team_allTP,hsa-miR-370-3p,1
14,team_allTP,hsa-miR-550b-3p,1
14,team_allTP,hsa-miR-96-3p,1
14,team_allTP,hsa-miR-6745,1
14,team_allTP,hsa-miR-1538,1
14,team_allTP,hsa-miR-6739-5p,1
14,team_allTP,hsa-miR-302b-3p,1
14,team_allTP,hsa-miR-137,1
14,team_allTP,hsa-mir-133b,1
14,team_allTP,hsa-miR-6829-3p,1
14,team_allTP,hsa-miR-548an,1
14,team_allTP,hsa-miR-1293,1
14,team_allTP,hsa-miR-548av-5p,1
14,team_allTP,hsa-miR-376a-2-5p,1
14,team_allTP,hsa-miR-5580-5p,1
14,team_allTP,hsa-miR-550a-5p,1
14,team_allTP,hsa-miR-3934-5p,1
14,team_allTP,hsa-miR-4714-5p,1
14,team_allTP,hsa-miR-425-5p,1
14,team_allTP,hsa-miR-548as-3p,1
14,team_allTP,hsa-miR-3928-3p,1
14,team_allTP,hsa-miR-33b-3p,1
14,team_allTP,hsa-miR-296-3p,1
14,team_allTP,hsa-miR-302b-5p,1
14,team_allTP,hsa-miR-3136-5p,1
14,team_allTP,hsa-miR-125b-2-3p,1
14,team_allTP,hsa-miR-509-5p,1
14,team_allTP,hsa-miR-6847-5p,1
14,team_allTP,hsa-miR-6877-5p,1
14,team_allTP,hsa-let-7i-5p,1
15,team_allTP,hsa-miR-370-3p,1
15,team_allTP,hsa-miR-550b-3p,1
15,team_allTP,hsa-miR-96-3p,1
15,team_allTP,hsa-miR-6745,1
15,team_allTP,hsa-miR-1538,1
15,team_allTP,hsa-miR-6739-5p,1
15,team_allTP,hsa-miR-302b-3p,1
15,team_allTP,hsa-miR-137,1
15,team_allTP,hsa-mir-133b,1
15,team_allTP,hsa-miR-6829-3p,1
15,team_allTP,hsa-miR-548an,1
15,team_allTP,hsa-miR-1293,1
15,team_allTP,hsa-miR-548av-5p,1
15,team_allTP,hsa-miR-376a-2-5p,1
15,team_allTP,hsa-miR-5580-5p,1
15,team_allTP,hsa-miR-550a-5p,1
15,team_allTP,hsa-miR-3934-5p,1
15,team_allTP,hsa-miR-4714-5p,1
15,team_allTP,hsa-miR-425-5p,1
15,team_allTP,hsa-miR-548as-3p,1
15,team_allTP,hsa-miR-3928-3p,1
15,team_allTP,hsa-miR-33b-3p,1
15,team_allTP,hsa-miR-296-3p,1
15,team_allTP,hsa-miR-302b-5p,1
15,team_allTP,hsa-miR-3136-5p,1
15,team_allTP,hsa-miR-125b-2-3p,1
15,team_allTP,hsa-miR-509-5p,1
15,team_allTP,hsa-miR-6847-5p,1
15,team_allTP,hsa-miR-6877-5p,1
15,team_allTP,hsa-let-7i-5p,1
16,team_allTP,hsa-miR-370-3p,1
16,team_allTP,hsa-miR-550b-3p,1
16,team_allTP,hsa-miR-96-3p,1
16,team_allTP,hsa-miR-6745,1
16,team_allTP,hsa-miR-1538,1
16,team_allTP,hsa-miR-6739-5p,1
16,team_allTP,hsa-miR-302b-3p,1
16,team_allTP,hsa-miR-137,1
16,team_allTP,hsa-mir-133b,1
16,team_allTP,hsa-miR-6829-3p,1
16,team_allTP,hsa-miR-548an,1
16,team_allTP,hsa-miR-1293,1
16,team_allTP,hsa-miR-548av-5p,1
16,team_allTP,hsa-miR-376a-2-5p,1
16,team_allTP,hsa-miR-5580-5p,1
16,team_allTP,hsa-miR-550a-5p,1
16,team_allTP,hsa-miR-3934-5p,1
16,team_allTP,hsa-miR-4714-5p,1
16,team_allTP,hsa-miR-425-5p,1
16,team_allTP,hsa-miR-548as-3p,1
16,team_allTP,hsa-miR-3928-3p,1
16,team_allTP,hsa-miR-33b-3p,1
16,team_allTP,hsa-miR-296-3p,1
16,team_allTP,hsa-miR-302b-5p,1
16,team_allTP,hsa-miR-3136-5p,1
16,team_allTP,hsa-miR-125b-2-3p,1
16,team_allTP,hsa-miR-509-5p,1
16,team_allTP,hsa-miR-6847-5p,1
16,team_allTP,hsa-miR-6877-5p,1
16,team_allTP,hsa-let-7i-5p,1
17,team_allTP,hsa-miR-370-3p,1
17,team_allTP,hsa-miR-550b-3p,1
17,team_allTP,hsa-miR-96-3p,1
17,team_allTP,hsa-miR-6745,1
17,team_allTP,hsa-miR-1538,1
17,team_allTP,hsa-miR-6739-5p,1
17,team_allTP,hsa-miR-302b-3p,1
17,team_allTP,hsa-miR-137,1
17,team_allTP,hsa-mir-133b,1
17,team_allTP,hsa-miR-6829-3p,1
17,team_allTP,hsa-miR-548an,1
17,team_allTP,hsa-miR-1293,1
17,team_allTP,hsa-miR-548av-5p,1
17,team_allTP,hsa-miR-376a-2-5p,1
17,team_allTP,hsa-miR-5580-5p,1
17,team_allTP,hsa-miR-550a-5p,1
17,team_allTP,hsa-miR-3934-5p,1
17,team_allTP,hsa-miR-4714-5p,1
17,team_allTP,hsa-miR-425-5p,1
17,team_allTP,hsa-miR-548as-3p,1
17,team_allTP,hsa-miR-3928-3p,1
17,team_allTP,hsa-miR-33b-3p,1
17,team_allTP,hsa-miR-296-3p,1
17,team_allTP,hsa-miR-302b-5p,1
17,team_allTP,hsa-miR-3136-5p,1
17,team_allTP,hsa-miR-125b-2-3p,1
17,team_allTP,hsa-miR-509-5p,1
17,team_allTP,hsa-miR-6847-5p,1
17,team_allTP,hsa-miR-6877-5p,1
17,team_allTP,hsa-let-7i-5p,1
18,team_allTP,hsa-miR-370-3p,1
18,team_allTP,hsa-miR-550b-3p,1
18,team_allTP,hsa-miR-96-3p,1
18,team_allTP,hsa-miR-6745,1
18,team_allTP,hsa-miR-1538,1
18,team_allTP,hsa-miR-6739-5p,1
18,team_allTP,hsa-miR-302b-3p,1
18,team_allTP,hsa-miR-137,1
18,team_allTP,hsa-mir-133b,1
18,team_allTP,hsa-miR-6829-3p,1
18,team_allTP,hsa-miR-548an,1
18,team_allTP,hsa-miR-1293,1
18,team_allTP,hsa-miR-548av-5p,1
18,team_allTP,hsa-miR-376a-2-5p,1
18,team_allTP,hsa-miR-5580-5p,1
18,team_allTP,hsa-miR-550a-5p,1
18,team_allTP,hsa-miR-3934-5p,1
18,team_allTP,hsa-miR-4714-5p,1
18,team_allTP,hsa-miR-425-5p,1
18,team_allTP,hsa-miR-548as-3p,1
18,team_allTP,hsa-miR-3928-3p,1
18,team_allTP,hsa-miR-33b-3p,1
18,team_allTP,hsa-miR-296-3p,1
18,team_allTP,hsa-miR-302b-5p,1
18,team_allTP,hsa-miR-3136-5p,1
18,team_allTP,hsa-miR-125b-2-3p,1
18,team_allTP,hsa-miR-509-5p,1
18,team_allTP,hsa-miR-6847-5p,1
18,team_allTP,hsa-miR-6877-5p,1
18,team_allTP,hsa-let-7i-5p,1
19,team_allTP,hsa-miR-370-3p,1
19,team_allTP,hsa-miR-550b-3p,1
19,team_allTP,hsa-miR-96-3p,1
19,team_allTP,hsa-miR-6745,1
19,team_allTP,hsa-miR-1538,1
19,team_allTP,hsa-miR-6739-5p,1
19,team_allTP,hsa-miR-302b-3p,1
19,team_allTP,hsa-miR-137,1
19,team_allTP,hsa-mir-133b,1
19,team_allTP,hsa-miR-6829-3p,1
19,team_allTP,hsa-miR-548an,1
19,team_allTP,hsa-miR-1293,1
19,team_allTP,hsa-miR-548av-5p,1
19,team_allTP,hsa-miR-376a-2-5p,1
19,team_allTP,hsa-miR-5580-5p,1
19,team_allTP,hsa-miR-550a-5p,1
19,team_allTP,hsa-miR-3934-5p,1
19,team_allTP,hsa-miR-4714-5p,1
19,team_allTP,hsa-miR-425-5p,1
19,team_allTP,hsa-miR-548as-3p,1
19,team_allTP,hsa-miR-3928-3p,1
19,team_allTP,hsa-miR-33b-3p,1
19,team_allTP,hsa-miR-296-3p,1
19,team_allTP,hsa-miR-302b-5p,1
19,team_allTP,hsa-miR-3136-5p,1
19,team_allTP,hsa-miR-125b-2-3p,1
19,team_allTP,hsa-miR-509-5p,1
19,team_allTP,hsa-miR-6847-5p,1
19,team_allTP,hsa-miR-6877-5p,1
19,team_allTP,hsa-let-7i-5p,1
20,team_allTP,hsa-miR-370-3p,1
20,team_allTP,hsa-miR-550b-3p,1
20,team_allTP,hsa-miR-96-3p,1
20,team_allTP,hsa-miR-6745,1
20,team_allTP,hsa-miR-1538,1
20,team_allTP,hsa-miR-6739-5p,1
20,team_allTP,hsa-miR-302b-3p,1
20,team_allTP,hsa-miR-137,1
20,team_allTP,hsa-mir-133b,1
20,team_allTP,hsa-miR-6829-3p,1
20,team_allTP,hsa-miR-548an,1
20,team_allTP,hsa-miR-1293,1
20,team_allTP,hsa-miR-548av-5p,1
20,team_allTP,hsa-miR-376a-2-5p,1
20,team_allTP,hsa-miR-5580-5p,1
20,team_allTP,hsa-miR-550a-5p,1
20,team_allTP,hsa-miR-3934-5p,1
20,team_allTP,hsa-miR-4714-5p,1
20,team_allTP,hsa-miR-425-5p,1
20,team_allTP,hsa-miR-548as-3p,1
20,team_allTP,hsa-miR-3928-3p,1
20,team_allTP,hsa-miR-33b-3p,1
20,team_allTP,hsa-miR-296-3p,1
20,team_allTP,hsa-miR-302b-5p,1
20,team_allTP,hsa-miR-3136-5p,1
20,team_allTP,hsa-miR-125b-2-3p,1
20,team_allTP,hsa-miR-509-5p,1
20,team_allTP,hsa-miR-6847-5p,1
20,team_allTP,hsa-miR-6877-5p,1
20,team_allTP,hsa-let-7i-5p,1
21,team_allTP,hsa-miR-370-3p,1
21,team_allTP,hsa-miR-550b-3p,1
21,team_allTP,hsa-miR-96-3p,1
21,team_allTP,hsa-miR-6745,1
21,team_allTP,hsa-miR-1538,1
21,team_allTP,hsa-miR-6739-5p,1
21,team_allTP,hsa-miR-302b-3p,1
21,team_allTP,hsa-miR-137,1
21,team_allTP,hsa-mir-133b,1
21,team_allTP,hsa-miR-6829-3p,1
21,team_allTP,hsa-miR-548an,1
21,team_allTP,hsa-miR-1293,1
21,team_allTP,hsa-miR-548av-5p,1
21,team_allTP,hsa-miR-376a-2-5p,1
21,team_allTP,hsa-miR-5580-5p,1
21,team_allTP,hsa-miR-550a-5p,1
21,team_allTP,hsa-miR-3934-5p,1
21,team_allTP,hsa-miR-4714-5p,1
21,team_allTP,hsa-miR-425-5p,1
21,team_allTP,hsa-miR-548as-3p,1
21,team_allTP,hsa-miR-3928-3p,1
21,team_allTP,hsa-miR-33b-3p,1
21,team_allTP,hsa-miR-296-3p,1
21,team_allTP,hsa-miR-302b-5p,1
21,team_allTP,hsa-miR-3136-5p,1
21,team_allTP,hsa-miR-125b-2-3p,1
